headline,publication_date,section_name
Help to buy has mostly helped housebuilders boost profits,2017-10-21T06:00:15Z,Money
The truth about gas prices,2017-02-25T06:59:05Z,Money
"Asking prices for homes rise to record average of £313,655",2017-04-24T06:00:04Z,Money
Double whammy for British tourists as pound plunges and prices rise abroad,2017-06-10T21:20:27Z,Money
"Student Loans Company comes under graduate fire, plus house prices stabilise",2017-08-03T13:34:23Z,Money
Rising inflation … can't blame the workers this time,2017-10-18T12:06:35Z,Money
Are UK house prices starting to fall? The Halifax thinks so,2017-05-08T09:31:28Z,Money
The big money question: would you quit work for £1m?,2017-10-17T17:14:56Z,Money
Lidl and Aldi go head-to-head offering cheap school uniforms,2017-07-12T23:00:37Z,Money
Number of people switching energy supplier up 30% in a year,2017-09-12T23:01:48Z,Money
How can Virgin Trains admit its app was faulty but deny me a refund?,2017-12-21T06:59:00Z,Money
"Men in 20s earn £12,500 less than generation before; and how to beat broadband price rise",2017-02-09T14:52:54Z,Money
Sixt took me for a ride over car hire cover,2017-07-23T06:00:00Z,Money
Millennial railcard: a fare deal or quick fix that fails to deliver?,2017-12-09T14:21:53Z,Money
UK house prices fall again in April as buyers feel the pinch,2017-04-28T07:15:39Z,Money
Goodbye to buy-to-let: why I’m moving on after 13 years as a landlady,2017-08-05T05:59:04Z,Money
SSE the latest ‘big six’ firm to put its prices up,2017-03-18T07:00:32Z,Money
Why we don’t need an interest rate rise (yet),2017-10-28T06:01:50Z,Money
Car insurance in UK hits record high as tax rate on premiums increases,2017-05-29T15:12:54Z,Money
‘Special assistance’ was of no assistance with Eurostar,2017-09-12T06:00:27Z,Money
"Up goes travel insurance, all under the umbrella of Brexit",2017-07-01T06:00:06Z,Money
Rising incomes mean nothing if prices rise even faster,2017-02-05T00:05:43Z,Money
Will bitcoin ever be a safe investment or always a gamble?,2017-10-01T06:00:10Z,Money
"UK house prices slide for first time in almost two years, says Nationwide",2017-03-31T07:30:10Z,Money
"Let’s move to Hither Green, London: ‘Good schools, train links and parks’",2017-03-03T16:29:06Z,Money
Whirlpool left my elderly in-laws afraid to use their dryer for 14 months,2017-03-09T07:00:29Z,Money
How I took on a car hire company – and won,2017-08-12T06:00:37Z,Money
"Swap flights for trains to Europe this summer, plus the rise of the 'fix-perts'",2017-04-20T13:39:42Z,Money
"Train ticket pricing due for overhaul; plus, Nissan owners driven to anger",2017-02-02T15:18:38Z,Money
"EU roaming charges banned from June, plus the rogue buyers exploiting eBay",2017-05-25T14:01:08Z,Money
Beware Admiral’s policy when it comes to speed awareness courses,2017-08-21T05:59:04Z,Money
"My wife has been quoted £1,800 to have her teeth whitened – is it worth it?",2017-04-15T05:59:17Z,Money
"Energy companies ‘ripping off’ millions, ministers say",2017-03-12T00:05:09Z,Money
The Goldcar golden rule … always take a photo when you return a hire car,2017-07-09T06:00:16Z,Money
Should I use a quick-property-sale company to speed up my move?,2017-03-02T07:00:10Z,Money
"Railroaded commuters let rip, plus an electricity tariff priced on time of day",2017-01-05T11:45:43Z,Money
Getting divorced? Beware your RAC car insurance premium going up,2017-07-02T06:00:20Z,Money
"Forget austerity, here’s who is to blame for your empty pockets ",2017-07-01T06:00:07Z,Money
Mortgage rates will rise – so  are you ready  to take a hit?,2017-08-08T16:52:17Z,Money
"Home ownership in England at a 30-year low, official figures show",2017-03-02T14:32:32Z,Money
Should we hand all our house money to our conveyancer?,2017-03-09T07:00:29Z,Money
"As car insurance costs rise, the over-65s are urged to switch",2017-07-15T06:00:45Z,Money
"Two-car families pay £40 extra per month as fuel prices soar, says AA",2017-02-17T00:01:17Z,Money
Sandbanks and Salcombe top UK seaside property league,2017-05-27T06:01:20Z,Money
These are the UK markets I’d meddle in. What would yours be?,2017-05-13T06:00:39Z,Money
Homes under the sledgehammer: the dreams that got demolished,2017-04-05T16:48:17Z,Money
Energy bills: are UK customers finally starting to switch supplier?,2017-02-27T11:44:17Z,Money
"Sandbanks is priciest seaside town in UK, plus the worst mobile providers",2017-06-01T13:44:53Z,Money
"Fancy some sun, sea and sand? Brexit means it will cost you 15% more",2017-02-12T07:01:00Z,Money
Our flat was perfect – until planners let a restaurant open below,2017-04-29T06:00:22Z,Money
Ticket resale companies subject of global investigation by consumer groups,2017-04-13T03:30:19Z,Money
Pension changes could cost 11m Britons thousands of pounds,2017-02-20T13:42:09Z,Money
How buying a Bovis home came with hundreds of snags,2017-01-28T07:00:48Z,Money
Sharp rise in first-time buyers taking mortgages lasting at least 30 years,2017-01-13T07:00:11Z,Money
