Date,Open,High,Low,Close,Adj_Close,Volume,USD_Index,CPI,Yield_10Y,headline_count,avg_sentiment,std_sentiment
2016-05-06,1278.6,1295.6,1276.9,1292.9,1292.9,305,93.89,238.992,1.79,0,0.0,0.0
2016-05-09,1286.5,1286.5,1262.3,1265.6,1265.6,341,94.15,238.992,1.77,3,0.2762666666666666,0.2578699155258971
2016-05-10,1265.1,1267.4,1258.7,1263.9,1263.9,23,94.29,238.992,1.77,1,0.0,0.0
2016-05-11,1266.9,1279.2,1266.9,1274.6,1274.6,50,93.82,238.992,1.73,1,0.0,0.0
2016-05-12,1267.0,1281.2,1264.0,1270.3,1270.3,101,94.14,238.992,1.75,2,0.0,0.0
2016-05-13,1271.4,1275.7,1264.6,1271.9,1271.9,66,94.61,238.992,1.71,0,0.0,0.0
2016-05-16,1272.8,1287.8,1272.8,1273.4,1273.4,44,94.57,238.992,1.75,1,0.0,0.0
2016-05-17,1272.5,1281.6,1270.8,1276.2,1276.2,16,94.55,238.992,1.76,1,0.3182,0.0
2016-05-18,1276.4,1276.4,1256.8,1273.7,1273.7,17,95.08,238.992,1.87,1,0.0,0.0
2016-05-19,1248.0,1255.5,1247.5,1254.2,1254.2,69,95.29,238.992,1.85,0,0.0,0.0
2016-05-20,1256.6,1256.6,1252.4,1252.4,1252.4,44,95.31,238.992,1.85,1,-0.6369,0.0
2016-05-23,1251.6,1251.6,1247.5,1251.1,1251.1,56,95.23,238.992,1.84,1,-0.1531,0.0
2016-05-24,1240.0,1240.0,1228.2,1228.9,1228.9,20,95.57,238.992,1.86,0,0.0,0.0
2016-05-25,1219.3,1223.5,1218.6,1223.5,1223.5,5,95.35,238.992,1.87,0,0.0,0.0
2016-05-26,1232.6,1232.6,1220.1,1220.1,1220.1,"199,778",95.17,238.992,1.83,0,0.0,0.0
2016-05-27,1220.3,1223.2,1206.4,1213.8,1213.8,"63,739",95.52,238.992,1.85,1,-0.6249,0.0
2016-05-31,1212.5,1217.6,1199.0,1214.8,1214.8,"6,432",95.89,238.992,1.84,0,0.0,0.0
2016-06-01,1215.7,1219.8,1205.4,1211.9,1211.9,"2,717",95.46,240.222,1.85,1,0.3182,0.0
2016-06-02,1212.4,1217.0,1209.6,1209.8,1209.8,"1,627",95.56,240.222,1.81,1,0.765,0.0
2016-06-03,1209.1,1244.5,1206.4,1240.1,1240.1,"1,622",94.03,240.222,1.71,0,0.0,0.0
2016-06-06,1244.4,1247.3,1240.0,1244.6,1244.6,"1,135",93.9,240.222,1.73,0,0.0,0.0
2016-06-07,1244.0,1244.9,1236.5,1244.4,1244.4,281,93.83,240.222,1.72,1,0.0,0.0
2016-06-08,1247.6,1264.0,1247.3,1259.8,1259.8,406,93.59,240.222,1.71,0,0.0,0.0
2016-06-09,1262.5,1271.4,1258.1,1270.2,1270.2,381,94.1,240.222,1.68,0,0.0,0.0
2016-06-10,1267.6,1278.0,1265.3,1273.4,1273.4,397,94.6,240.222,1.64,1,0.0,0.0
2016-06-13,1276.2,1287.3,1273.0,1284.4,1284.4,328,94.37,240.222,1.62,0,0.0,0.0
2016-06-14,1281.8,1289.7,1277.8,1285.6,1285.6,554,94.93,240.222,1.62,2,0.0,0.0
2016-06-15,1284.6,1296.2,1278.8,1285.8,1285.8,162,94.61,240.222,1.6,0,0.0,0.0
2016-06-16,1296.3,1316.4,1281.1,1296.1,1296.1,251,94.57,240.222,1.57,1,0.0,0.0
2016-06-17,1280.3,1300.1,1280.3,1292.5,1292.5,129,94.21,240.222,1.62,0,0.0,0.0
2016-06-20,1288.9,1291.2,1280.3,1290.0,1290.0,153,93.61,240.222,1.67,0,0.0,0.0
2016-06-21,1293.9,1293.9,1266.3,1270.5,1270.5,134,94.02,240.222,1.71,0,0.0,0.0
2016-06-22,1267.0,1269.2,1264.9,1268.0,1268.0,53,93.72,240.222,1.69,0,0.0,0.0
2016-06-23,1263.4,1270.5,1255.2,1261.2,1261.2,218,93.53,240.222,1.74,0,0.0,0.0
2016-06-24,1253.7,1355.6,1253.7,1320.0,1320.0,694,95.45,240.222,1.57,2,0.0,0.0
2016-06-27,1330.0,1331.7,1320.0,1322.5,1322.5,92,96.54,240.222,1.46,1,0.4588,0.0
2016-06-28,1314.8,1315.6,1314.1,1315.3,1315.3,"1,072",96.25,240.222,1.46,0,0.0,0.0
2016-06-29,1311.6,1327.4,1311.6,1323.9,1323.9,414,95.77,240.222,1.5,1,-0.4215,0.0
2016-06-30,1315.8,1323.5,1314.5,1318.4,1318.4,560,96.14,240.222,1.49,0,0.0,0.0
2016-07-01,1324.5,1344.2,1321.9,1336.7,1336.7,137,95.65,240.101,1.46,0,0.0,0.0
2016-07-05,1342.2,1356.8,1339.7,1356.4,1356.4,90,96.17,240.101,1.37,0,0.0,0.0
2016-07-06,1359.0,1374.9,1359.0,1364.9,1364.9,130,96.06,240.101,1.38,0,0.0,0.0
2016-07-07,1366.8,1368.6,1350.5,1360.1,1360.1,207,96.33,240.101,1.4,1,0.0,0.0
2016-07-08,1361.3,1365.8,1335.0,1356.6,1356.6,249,96.3,240.101,1.37,0,0.0,0.0
2016-07-11,1371.7,1371.8,1353.0,1355.0,1355.0,26,96.57,240.101,1.43,1,-0.4019,0.0
2016-07-12,1353.6,1356.0,1330.3,1334.1,1334.1,252,96.44,240.101,1.53,0,0.0,0.0
2016-07-13,1341.5,1342.4,1336.7,1342.4,1342.4,7,96.22,240.101,1.48,0,0.0,0.0
2016-07-14,1341.4,1341.4,1322.7,1331.3,1331.3,20,96.08,240.101,1.53,0,0.0,0.0
2016-07-15,1333.7,1333.7,1322.9,1326.5,1326.5,52,96.58,240.101,1.6,1,0.0,0.0
2016-07-18,1327.5,1335.0,1326.2,1328.4,1328.4,54,96.56,240.101,1.59,1,-0.2732,0.0
2016-07-19,1328.5,1333.2,1326.4,1331.5,1331.5,322,97.05,240.101,1.56,1,0.0,0.0
2016-07-20,1331.0,1337.5,1315.5,1318.8,1318.8,751,97.2,240.101,1.59,0,0.0,0.0
2016-07-21,1312.8,1330.5,1312.8,1330.5,1330.5,318,97.0,240.101,1.57,0,0.0,0.0
2016-07-22,1330.7,1330.7,1320.4,1323.1,1323.1,55,97.47,240.101,1.57,0,0.0,0.0
2016-07-25,1315.7,1319.3,1313.8,1319.3,1319.3,548,97.29,240.101,1.58,0,0.0,0.0
2016-07-26,1315.2,1320.7,1315.2,1320.7,1320.7,63,97.16,240.101,1.57,0,0.0,0.0
2016-07-27,1326.0,1326.6,1326.0,1326.6,1326.6,"215,388",97.05,240.101,1.52,0,0.0,0.0
2016-07-28,1339.5,1344.3,1330.1,1332.3,1332.3,"56,908",96.74,240.101,1.52,0,0.0,0.0
2016-07-29,1333.2,1353.3,1325.8,1349.0,1349.0,"6,076",95.53,240.101,1.46,1,0.0,0.0
2016-08-01,1348.8,1353.5,1345.6,1351.4,1351.4,"1,257",95.71,240.545,1.51,0,0.0,0.0
2016-08-02,1352.1,1366.0,1346.6,1364.4,1364.4,"2,941",95.06,240.545,1.55,0,0.0,0.0
2016-08-03,1362.4,1364.7,1353.3,1356.1,1356.1,715,95.56,240.545,1.55,1,0.3415,0.0
2016-08-04,1354.4,1361.6,1347.0,1358.8,1358.8,381,95.76,240.545,1.51,1,0.2263,0.0
2016-08-05,1357.6,1360.8,1333.7,1336.4,1336.4,"1,107",96.19,240.545,1.59,0,0.0,0.0
2016-08-08,1330.0,1335.4,1327.8,1333.4,1333.4,587,96.4,240.545,1.59,1,-0.3007,0.0
2016-08-09,1331.8,1339.4,1328.5,1339.0,1339.0,620,96.18,240.545,1.55,0,0.0,0.0
2016-08-10,1344.8,1354.2,1344.3,1344.3,1344.3,110,95.65,240.545,1.5,1,0.0,0.0
2016-08-11,1341.6,1350.4,1334.8,1342.5,1342.5,666,95.86,240.545,1.57,1,0.0772,0.0
2016-08-12,1336.8,1351.8,1333.2,1335.8,1335.8,113,95.72,240.545,1.51,0,0.0,0.0
2016-08-15,1336.5,1340.6,1333.6,1340.3,1340.3,62,95.63,240.545,1.55,0,0.0,0.0
2016-08-16,1342.2,1355.0,1341.0,1350.5,1350.5,338,94.79,240.545,1.57,1,0.0,0.0
2016-08-17,1345.5,1347.3,1338.6,1342.7,1342.7,135,94.72,240.545,1.56,0,0.0,0.0
2016-08-18,1351.3,1354.4,1348.2,1351.2,1351.2,140,94.16,240.545,1.53,1,0.3182,0.0
2016-08-19,1350.1,1350.1,1338.6,1340.4,1340.4,197,94.51,240.545,1.58,1,0.0772,0.0
2016-08-22,1334.4,1337.7,1333.3,1337.7,1337.7,117,94.52,240.545,1.55,1,0.0,0.0
2016-08-23,1337.0,1341.2,1334.3,1340.6,1340.6,551,94.54,240.545,1.55,0,0.0,0.0
2016-08-24,1337.2,1337.2,1322.9,1324.4,1324.4,262,94.79,240.545,1.56,0,0.0,0.0
2016-08-25,1321.4,1324.0,1317.0,1320.1,1320.1,58,94.77,240.545,1.58,0,0.0,0.0
2016-08-26,1323.8,1340.5,1320.1,1321.5,1321.5,141,95.57,240.545,1.62,0,0.0,0.0
2016-08-29,1315.0,1323.0,1315.0,1322.9,1322.9,437,95.58,240.545,1.57,0,0.0,0.0
2016-08-30,1322.0,1322.1,1308.0,1311.7,1311.7,705,96.05,240.545,1.57,0,0.0,0.0
2016-08-31,1310.3,1313.7,1306.3,1306.9,1306.9,214,96.02,240.545,1.58,0,0.0,0.0
2016-09-01,1305.3,1313.1,1301.5,1312.2,1312.2,225,95.65,241.176,1.57,0,0.0,0.0
2016-09-02,1309.6,1326.7,1309.2,1322.1,1322.1,55,95.88,241.176,1.6,0,0.0,0.0
2016-09-06,1323.3,1349.4,1323.2,1349.4,1349.4,46,94.82,241.176,1.55,1,0.6808,0.0
2016-09-07,1348.4,1350.5,1343.9,1344.3,1344.3,14,94.96,241.176,1.54,1,0.0,0.0
2016-09-08,1344.8,1345.4,1335.7,1336.8,1336.8,30,95.03,241.176,1.61,0,0.0,0.0
2016-09-09,1338.5,1338.5,1328.0,1330.1,1330.1,35,95.34,241.176,1.67,1,0.4363,0.0
2016-09-12,1327.0,1329.3,1319.9,1321.0,1321.0,177,95.1,241.176,1.68,0,0.0,0.0
2016-09-13,1324.6,1324.6,1315.0,1319.0,1319.0,79,95.63,241.176,1.73,1,0.0,0.0
2016-09-14,1319.2,1322.3,1319.2,1321.5,1321.5,73,95.33,241.176,1.7,2,-0.49305,0.1864640581988926
2016-09-15,1320.7,1320.7,1310.8,1313.5,1313.5,37,95.29,241.176,1.71,0,0.0,0.0
2016-09-16,1312.2,1312.6,1305.8,1305.8,1305.8,4,96.11,241.176,1.7,0,0.0,0.0
2016-09-19,1313.5,1313.5,1313.5,1313.5,1313.5,20,95.84,241.176,1.7,0,0.0,0.0
2016-09-20,1313.7,1313.7,1313.7,1313.7,1313.7,97,96.02,241.176,1.69,0,0.0,0.0
2016-09-21,1326.3,1326.9,1324.0,1326.9,1326.9,76,95.66,241.176,1.66,0,0.0,0.0
2016-09-22,1338.6,1340.4,1338.2,1340.4,1340.4,23,95.45,241.176,1.63,0,0.0,0.0
2016-09-23,1337.2,1337.2,1337.2,1337.2,1337.2,40,95.48,241.176,1.62,0,0.0,0.0
2016-09-26,1335.2,1341.8,1335.2,1339.7,1339.7,24,95.31,241.176,1.59,1,0.2263,0.0
2016-09-27,1328.0,1328.7,1325.9,1325.9,1325.9,48,95.44,241.176,1.56,0,0.0,0.0
2016-09-28,1319.4,1319.4,1319.4,1319.4,1319.4,"10,551",95.43,241.176,1.57,0,0.0,0.0
2016-09-29,1321.2,1325.0,1314.7,1321.7,1321.7,"6,108",95.54,241.176,1.56,3,-0.1107,0.1917380243978747
2016-09-30,1320.6,1327.7,1312.9,1313.3,1313.3,868,95.46,241.176,1.6,0,0.0,0.0
2016-10-03,1313.5,1316.8,1308.2,1309.0,1309.0,299,95.75,241.176,1.63,1,0.0,0.0
2016-10-04,1307.6,1310.2,1266.3,1266.3,1266.3,"1,893",96.12,241.176,1.69,0,0.0,0.0
2016-10-05,1272.1,1274.0,1261.3,1265.2,1265.2,246,96.13,241.176,1.72,0,0.0,0.0
2016-10-06,1265.3,1265.3,1249.8,1249.8,1249.8,114,96.66,241.176,1.75,0,0.0,0.0
2016-10-07,1253.9,1263.6,1248.9,1248.9,1248.9,169,96.52,241.176,1.73,1,0.0258,0.0
2016-10-11,1258.9,1258.9,1253.0,1253.0,1253.0,26,97.7,241.176,1.77,0,0.0,0.0
2016-10-12,1251.7,1254.0,1251.1,1251.1,1251.1,127,97.97,241.176,1.79,0,0.0,0.0
2016-10-13,1258.7,1259.0,1255.0,1255.0,1255.0,315,97.52,241.176,1.75,0,0.0,0.0
2016-10-14,1253.9,1253.9,1250.6,1253.1,1253.1,311,98.02,241.176,1.8,1,0.0,0.0
2016-10-17,1249.9,1255.0,1249.9,1254.4,1254.4,41,97.89,241.176,1.77,1,-0.2263,0.0
2016-10-18,1260.9,1261.7,1260.8,1260.8,1260.8,11,97.9,241.176,1.75,0,0.0,0.0
2016-10-19,1262.9,1271.5,1262.9,1267.9,1267.9,219,97.87,241.176,1.76,1,-0.4019,0.0
2016-10-20,1270.0,1270.5,1265.5,1265.6,1265.6,415,98.32,241.176,1.76,0,0.0,0.0
2016-10-21,1265.9,1265.9,1265.9,1265.9,1265.9,224,98.7,241.176,1.74,0,0.0,0.0
2016-10-24,1269.2,1269.2,1261.8,1262.0,1262.0,42,98.67,241.176,1.77,0,0.0,0.0
2016-10-25,1264.1,1274.1,1264.1,1271.9,1271.9,61,98.72,241.176,1.77,0,0.0,0.0
2016-10-26,1274.0,1274.0,1264.8,1264.8,1264.8,279,98.63,241.176,1.79,0,0.0,0.0
2016-10-27,1269.4,1269.4,1267.9,1267.9,1267.9,338,98.89,241.176,1.85,0,0.0,0.0
2016-10-28,1270.3,1281.5,1262.0,1275.5,1275.5,560,98.35,241.176,1.86,0,0.0,0.0
2016-10-31,1276.6,1276.6,1271.5,1271.5,1271.5,58,98.45,241.176,1.84,0,0.0,0.0
2016-11-01,1279.3,1290.7,1279.0,1286.4,1286.4,49,97.7,242.026,1.83,0,0.0,0.0
2016-11-02,1288.3,1307.0,1288.3,1306.8,1306.8,30,97.4,242.026,1.81,1,0.3182,0.0
2016-11-03,1296.4,1303.1,1287.3,1302.1,1302.1,73,97.16,242.026,1.82,1,-0.6249,0.0
2016-11-04,1300.0,1303.3,1296.7,1303.3,1303.3,11,97.07,242.026,1.79,1,0.0,0.0
2016-11-07,1292.0,1294.5,1278.3,1278.3,1278.3,34,97.78,242.026,1.83,0,0.0,0.0
2016-11-08,1284.1,1289.4,1273.2,1273.4,1273.4,50,97.86,242.026,1.88,0,0.0,0.0
2016-11-09,1272.2,1318.6,1270.0,1272.6,1272.6,108,98.5,242.026,2.07,0,0.0,0.0
2016-11-10,1274.4,1287.5,1253.3,1265.5,1265.5,63,98.79,242.026,2.15,0,0.0,0.0
2016-11-14,1227.8,1229.5,1210.4,1221.2,1221.2,216,100.11,242.026,2.23,0,0.0,0.0
2016-11-15,1224.3,1226.0,1222.5,1224.0,1224.0,20,100.19,242.026,2.23,0,0.0,0.0
2016-11-16,1229.3,1229.3,1223.0,1223.4,1223.4,66,100.41,242.026,2.22,0,0.0,0.0
2016-11-17,1224.6,1225.0,1211.0,1216.5,1216.5,"1,139",100.89,242.026,2.29,0,0.0,0.0
2016-11-18,1211.9,1211.9,1207.2,1208.5,1208.5,607,101.21,242.026,2.34,0,0.0,0.0
2016-11-21,1209.6,1209.6,1209.6,1209.6,1209.6,19,101.05,242.026,2.33,0,0.0,0.0
2016-11-22,1210.4,1211.1,1207.6,1211.0,1211.0,19,101.04,242.026,2.31,0,0.0,0.0
2016-11-23,1212.8,1213.8,1186.8,1189.1,1189.1,309,101.7,242.026,2.36,1,0.0,0.0
2016-11-25,1177.0,1189.3,1177.0,1178.2,1178.2,14,101.49,242.026,2.36,1,0.4767,0.0
2016-11-28,1188.0,1190.6,1188.0,1190.6,1190.6,"189,914",101.33,242.026,2.32,0,0.0,0.0
2016-11-29,1193.2,1194.8,1179.4,1187.9,1187.9,"42,124",100.93,242.026,2.3,0,0.0,0.0
2016-11-30,1187.1,1193.3,1167.9,1170.8,1170.8,"7,158",101.5,242.026,2.37,0,0.0,0.0
2016-12-01,1172.7,1174.6,1160.0,1166.9,1166.9,"1,588",101.04,242.637,2.45,2,-0.31845,0.4503563089377121
2016-12-02,1172.3,1177.3,1166.4,1175.1,1175.1,"1,521",100.77,242.637,2.4,0,0.0,0.0
2016-12-05,1181.8,1186.7,1157.0,1174.0,1174.0,358,100.14,242.637,2.39,0,0.0,0.0
2016-12-06,1170.9,1174.5,1167.1,1167.6,1167.6,652,100.49,242.637,2.39,0,0.0,0.0
2016-12-07,1167.7,1178.5,1166.4,1175.0,1175.0,182,100.23,242.637,2.34,0,0.0,0.0
2016-12-08,1173.8,1177.8,1169.1,1169.8,1169.8,322,101.07,242.637,2.4,0,0.0,0.0
2016-12-09,1166.6,1168.8,1156.0,1159.4,1159.4,365,101.57,242.637,2.47,1,0.0,0.0
2016-12-12,1158.3,1163.9,1153.0,1163.5,1163.5,331,100.96,242.637,2.49,2,0.0,0.0
2016-12-13,1163.5,1164.0,1155.4,1156.7,1156.7,637,101.03,242.637,2.48,0,0.0,0.0
2016-12-14,1159.8,1164.0,1142.0,1161.3,1161.3,487,102.0,242.637,2.54,0,0.0,0.0
2016-12-15,1139.8,1143.3,1123.9,1127.8,1127.8,244,103.13,242.637,2.6,1,0.0,0.0
2016-12-16,1126.9,1140.9,1126.9,1135.3,1135.3,146,102.95,242.637,2.6,1,0.0,0.0
2016-12-19,1139.4,1140.7,1137.9,1140.5,1140.5,249,103.14,242.637,2.54,1,0.4754,0.0
2016-12-20,1133.5,1133.5,1126.5,1131.5,1131.5,46,103.29,242.637,2.57,0,0.0,0.0
2016-12-21,1136.1,1136.1,1130.0,1131.1,1131.1,50,103.02,242.637,2.55,0,0.0,0.0
2016-12-22,1131.2,1132.8,1128.3,1128.8,1128.8,104,103.09,242.637,2.55,0,0.0,0.0
2016-12-23,1130.9,1132.8,1130.3,1131.9,1131.9,70,103.01,242.637,2.55,0,0.0,0.0
2016-12-27,1134.3,1142.2,1134.3,1137.3,1137.3,84,103.02,242.637,2.57,0,0.0,0.0
2016-12-28,1141.2,1141.2,1138.0,1139.4,1139.4,"1,570",103.26,242.637,2.51,1,0.0,0.0
2016-12-29,1143.8,1158.8,1143.6,1156.4,1156.4,950,102.68,242.637,2.49,0,0.0,0.0
2016-12-30,1162.0,1162.0,1150.0,1150.0,1150.0,16,102.39,242.637,2.45,0,0.0,0.0
2017-01-03,1155.2,1160.8,1146.5,1160.4,1160.4,52,103.21,242.637,2.45,0,0.0,0.0
2017-01-04,1156.3,1165.0,1156.3,1163.8,1163.8,36,102.7,242.637,2.46,0,0.0,0.0
2017-01-05,1172.0,1183.3,1171.5,1179.7,1179.7,500,101.52,242.637,2.37,1,0.0,0.0
2017-01-06,1176.5,1176.5,1171.9,1171.9,1171.9,16,102.22,242.637,2.42,0,0.0,0.0
2017-01-09,1173.9,1183.6,1173.0,1183.5,1183.5,62,101.93,242.637,2.38,0,0.0,0.0
2017-01-10,1184.3,1188.9,1182.3,1184.2,1184.2,8,102.01,242.637,2.38,0,0.0,0.0
2017-01-11,1187.5,1197.0,1176.5,1195.6,1195.6,20,101.78,242.637,2.38,0,0.0,0.0
2017-01-12,1192.7,1204.3,1192.3,1198.9,1198.9,110,101.35,242.637,2.36,0,0.0,0.0
2017-01-13,1195.7,1196.0,1187.7,1195.3,1195.3,65,101.18,242.637,2.4,1,0.0,0.0
2017-01-17,1205.5,1214.6,1200.8,1212.0,1212.0,79,100.33,242.637,2.33,0,0.0,0.0
2017-01-18,1213.6,1214.7,1203.1,1211.3,1211.3,114,100.93,242.637,2.42,0,0.0,0.0
2017-01-19,1200.5,1204.0,1195.8,1200.9,1200.9,26,101.15,242.637,2.47,0,0.0,0.0
2017-01-20,1202.8,1212.1,1202.8,1204.3,1204.3,38,100.74,242.637,2.48,0,0.0,0.0
2017-01-23,1212.0,1215.0,1210.0,1215.0,1215.0,16,100.16,242.637,2.41,0,0.0,0.0
2017-01-24,1219.0,1219.0,1207.7,1210.3,1210.3,24,100.35,242.637,2.47,0,0.0,0.0
2017-01-25,1202.0,1202.8,1194.9,1197.3,1197.3,403,100.03,242.637,2.53,0,0.0,0.0
2017-01-26,1199.7,1199.7,1185.6,1189.5,1189.5,19,100.38,242.637,2.51,0,0.0,0.0
2017-01-27,1187.9,1188.3,1187.9,1188.1,1188.1,"234,352",100.53,242.637,2.49,0,0.0,0.0
2017-01-30,1191.7,1198.5,1187.1,1193.2,1193.2,"50,503",100.43,242.637,2.49,0,0.0,0.0
2017-01-31,1194.9,1214.7,1193.5,1208.6,1208.6,"3,212",99.51,242.637,2.45,0,0.0,0.0
2017-02-01,1211.9,1211.9,1197.9,1205.6,1205.6,"1,145",99.64,244.006,2.48,0,0.0,0.0
2017-02-02,1209.7,1224.2,1208.9,1216.7,1216.7,"1,512",99.85,244.006,2.48,1,-0.5719,0.0
2017-02-03,1214.9,1220.6,1206.2,1218.5,1218.5,865,99.87,244.006,2.49,0,0.0,0.0
2017-02-06,1221.9,1235.4,1218.5,1230.0,1230.0,908,99.91,244.006,2.42,0,0.0,0.0
2017-02-07,1234.2,1236.2,1228.5,1234.2,1234.2,"1,177",100.26,244.006,2.4,0,0.0,0.0
2017-02-08,1232.1,1243.9,1231.0,1237.6,1237.6,288,100.28,244.006,2.34,0,0.0,0.0
2017-02-09,1239.4,1243.5,1226.9,1235.1,1235.1,885,100.65,244.006,2.4,1,0.0,0.0
2017-02-10,1227.6,1234.4,1221.5,1234.4,1234.4,391,100.8,244.006,2.41,0,0.0,0.0
2017-02-13,1230.5,1231.1,1219.0,1224.4,1224.4,398,100.96,244.006,2.43,0,0.0,0.0
2017-02-14,1225.9,1233.5,1222.1,1223.9,1223.9,159,101.25,244.006,2.47,0,0.0,0.0
2017-02-15,1225.5,1231.7,1217.3,1231.7,1231.7,175,101.18,244.006,2.51,0,0.0,0.0
2017-02-16,1234.5,1240.7,1233.2,1240.0,1240.0,87,100.44,244.006,2.45,0,0.0,0.0
2017-02-17,1240.7,1241.2,1234.8,1237.6,1237.6,301,100.95,244.006,2.42,1,-0.1027,0.0
2017-02-21,1237.3,1237.5,1228.1,1237.5,1237.5,119,101.37,244.006,2.43,0,0.0,0.0
2017-02-22,1236.1,1238.6,1231.8,1232.0,1232.0,36,101.33,244.006,2.42,0,0.0,0.0
2017-02-23,1236.1,1250.3,1236.1,1250.2,1250.2,112,101.05,244.006,2.38,0,0.0,0.0
2017-02-24,1250.0,1258.8,1250.0,1256.9,1256.9,"1,264",101.09,244.006,2.31,0,0.0,0.0
2017-02-27,1254.7,1263.1,1250.4,1257.4,1257.4,544,101.13,244.006,2.36,1,0.2732,0.0
2017-02-28,1253.6,1257.3,1247.2,1252.6,1252.6,721,101.12,244.006,2.36,0,0.0,0.0
2017-03-01,1247.8,1248.9,1236.9,1248.9,1248.9,138,101.78,243.892,2.46,0,0.0,0.0
2017-03-02,1247.2,1247.6,1230.7,1231.9,1231.9,79,102.2,243.892,2.49,2,-0.1366,0.1931815726201647
2017-03-03,1231.7,1235.2,1222.9,1225.5,1225.5,121,101.54,243.892,2.49,1,0.0,0.0
2017-03-06,1235.2,1235.2,1224.5,1224.5,1224.5,29,101.64,243.892,2.49,1,0.0,0.0
2017-03-07,1224.3,1225.4,1213.7,1215.1,1215.1,53,101.81,243.892,2.52,0,0.0,0.0
2017-03-08,1212.2,1212.2,1206.7,1208.5,1208.5,24,102.07,243.892,2.57,0,0.0,0.0
2017-03-09,1204.5,1205.6,1202.3,1202.4,1202.4,37,101.85,243.892,2.6,2,0.24695,0.3492400392280358
2017-03-10,1196.2,1203.3,1196.2,1200.7,1200.7,3,101.25,243.892,2.58,0,0.0,0.0
2017-03-13,1206.2,1210.0,1202.3,1202.4,1202.4,35,101.38,243.892,2.62,0,0.0,0.0
2017-03-14,1203.1,1205.9,1196.8,1201.9,1201.9,22,101.7,243.892,2.6,0,0.0,0.0
2017-03-15,1198.2,1221.2,1197.7,1200.1,1200.1,36,100.74,243.892,2.51,0,0.0,0.0
2017-03-16,1222.2,1231.4,1222.2,1226.5,1226.5,47,100.27,243.892,2.53,0,0.0,0.0
2017-03-17,1227.1,1230.9,1227.1,1229.8,1229.8,26,100.3,243.892,2.5,1,0.0,0.0
2017-03-20,1229.3,1234.4,1229.3,1233.6,1233.6,23,100.41,243.892,2.47,0,0.0,0.0
2017-03-21,1226.4,1246.1,1226.4,1246.1,1246.1,11,99.81,243.892,2.43,0,0.0,0.0
2017-03-22,1247.9,1249.5,1247.7,1249.3,1249.3,3,99.68,243.892,2.4,0,0.0,0.0
2017-03-23,1246.4,1247.5,1244.8,1246.9,1246.9,16,99.76,243.892,2.41,0,0.0,0.0
2017-03-24,1248.0,1248.3,1247.6,1248.2,1248.2,3,99.63,243.892,2.4,0,0.0,0.0
2017-03-27,1255.8,1257.7,1253.8,1255.4,1255.4,72,99.17,243.892,2.38,0,0.0,0.0
2017-03-28,1255.9,1255.9,1255.3,1255.3,1255.3,19,99.71,243.892,2.42,0,0.0,0.0
2017-03-29,1252.2,1253.4,1252.1,1253.4,1253.4,"190,678",100.0,243.892,2.39,0,0.0,0.0
2017-03-30,1253.1,1253.6,1241.1,1245.0,1245.0,"51,328",100.41,243.892,2.42,0,0.0,0.0
2017-03-31,1242.1,1248.8,1238.7,1247.3,1247.3,"8,223",100.35,243.892,2.4,2,0.1366,0.1931815726201647
2017-04-03,1247.5,1252.4,1243.6,1250.8,1250.8,"1,160",100.54,243.892,2.35,0,0.0,0.0
2017-04-04,1253.1,1260.3,1253.0,1255.0,1255.0,724,100.54,243.892,2.36,0,0.0,0.0
2017-04-05,1255.4,1255.4,1243.0,1245.4,1245.4,907,100.56,243.892,2.34,1,0.4019,0.0
2017-04-06,1256.1,1257.5,1249.0,1250.3,1250.3,169,100.67,243.892,2.34,0,0.0,0.0
2017-04-07,1249.5,1269.1,1249.5,1254.3,1254.3,445,101.18,243.892,2.38,0,0.0,0.0
2017-04-10,1252.7,1255.2,1246.8,1251.1,1251.1,182,101.02,243.892,2.37,0,0.0,0.0
2017-04-11,1254.5,1273.5,1254.5,1271.2,1271.2,401,100.71,243.892,2.32,0,0.0,0.0
2017-04-12,1275.0,1285.1,1272.0,1275.3,1275.3,492,100.78,243.892,2.28,0,0.0,0.0
2017-04-13,1285.3,1287.6,1282.0,1285.9,1285.9,915,100.56,243.892,2.24,1,0.0,0.0
2017-04-17,1291.8,1294.8,1284.3,1289.4,1289.4,73,100.3,243.892,2.26,1,0.2732,0.0
2017-04-18,1283.9,1291.7,1278.6,1291.7,1291.7,394,99.5,243.892,2.18,1,0.4588,0.0
2017-04-19,1288.0,1288.0,1274.0,1281.4,1281.4,194,99.74,243.892,2.21,0,0.0,0.0
2017-04-20,1279.7,1281.9,1276.2,1281.9,1281.9,127,99.78,243.892,2.24,2,0.0,0.0
2017-04-21,1279.8,1287.4,1279.2,1287.4,1287.4,474,99.98,243.892,2.24,0,0.0,0.0
2017-04-24,1275.0,1276.4,1265.0,1275.8,1275.8,605,99.09,243.892,2.28,1,0.0,0.0
2017-04-25,1275.6,1276.9,1262.1,1265.6,1265.6,356,98.82,243.892,2.35,1,0.1406,0.0
2017-04-26,1266.0,1266.0,1262.1,1262.1,1262.1,"1,156",98.96,243.892,2.32,0,0.0,0.0
2017-04-27,1266.7,1267.2,1262.2,1263.7,1263.7,206,99.08,243.892,2.3,0,0.0,0.0
2017-04-28,1265.9,1267.2,1264.7,1266.1,1266.1,85,99.05,243.892,2.29,1,0.0,0.0
